LOTE,Fecha/hora inicio_preinoculo,Fecha/hora fin_preinoculo,línea 1,línea 2,línea 3,línea 1,línea 2,línea 3,línea 1,línea 2,línea 3,ID bioreactor,Fecha/hora inicio_inoculo,Fecha/hora fin_inoculo,Volumen de cultivo,Turbidez inicio cultivo,Turbidez final culttivo,Viabilidad final cultivo,Orden en el encadenado,LOTE parental,ID Bioreactor,Fecha/hora inicio,Fecha/hora fin,Volumen de inóculo utilizado,Turbidez inicio cultivo_cultivo_final,Turbidez fin cultivo,Viabilidad final cultivo_cultivo_final,ID Centrífuga,Centrifugación 1 turbidez,Centrifugación 2 turbidez,Producto 1,Producto 2,media_PV,media_temp_bioreactor,media_ph_biorreactor,media_PO_biorreactor
23081,2023-09-11 05:00:00,2023-09-12 07:45:00,5.496,NA,5.504,28.4,NA,28,1,0,1,13171,2023-09-12 07:45:00,2023-09-13 07:15:00,166.4,14.64,24.480000000000004,79840000,1,NA,14615,2023-09-13 07:15:00,2023-09-15 10:00:00,82.80000000000001,18.24,49.36000000000001,104000000,17825,28.960000000000004,15.36,1262.928,3.44,0.6877197370303119,29.491522668533687,5.9830869636169,27.237336987303973
23082,2023-09-11 05:00:00,2023-09-12 07:45:00,5.496,NA,5.504,28.4,NA,28,1,0,1,13171,2023-09-12 07:45:00,2023-09-13 07:15:00,166.4,14.64,24.480000000000004,79840000,1,NA,14616,2023-09-13 07:15:00,2023-09-15 13:00:00,82.0,16.32,67.67999999999999,155200000,14246,30.160000000000004,21.12,1821.016,6.16,0.8000142811330827,29.491522668533687,5.9830869636169,27.237336987303973
23083,2023-09-10 05:00:00,2023-09-11 08:00:00,5.424,NA,5.448,29.200000000000003,NA,30.480000000000004,1,0,1,13172,2023-09-11 08:00:00,2023-09-12 08:00:00,167.20000000000002,14.72,28.4,91200000,1,NA,14617,2023-09-12 08:00:00,2023-09-14 08:25:00,82.80000000000001,16.96,54.16,70400000,17825,142.4,156.96,1640.6080000000002,5.5200000000000005,0.21254186407752249,29.481483245176126,5.974395501422706,25.21426079016256
23084,2023-09-10 05:00:00,2023-09-11 08:00:00,5.424,NA,5.448,29.200000000000003,NA,30.480000000000004,1,0,1,13172,2023-09-11 08:00:00,2023-09-12 08:00:00,167.20000000000002,14.72,28.4,91200000,1,NA,13169,2023-09-12 08:00:00,2023-09-14 10:00:00,81.60000000000001,17.44,83.2,140000000,14246,168.8,151.76,2132.976,7.840000000000001,0.31077861239007926,29.481483245176126,5.974395501422706,25.21426079016256
23085,2023-09-23 05:00:00,2023-09-24 08:15:00,5.496,5.464,5.208,30.8,30.32,28.480000000000004,1,1,0,13171,2023-09-24 08:15:00,2023-09-25 08:15:00,160.0,15.44,29.44,100000000,1,NA,13170,2023-09-25 08:15:00,2023-09-27 09:45:00,84.0,16.32,64.8,158400000,14246,28.72,17.680000000000003,1662.92,4.4799999999999995,0.43017049492773546,29.491470834469173,-788.256000895731,21.932183149900585
23086,2023-09-23 05:00:00,2023-09-24 08:15:00,5.496,5.464,5.208,30.8,30.32,28.480000000000004,1,1,0,13171,2023-09-24 08:15:00,2023-09-25 08:15:00,160.0,15.44,29.44,100000000,1,NA,14614,2023-09-25 08:15:00,2023-09-27 10:20:00,83.2,16.16,64.24,124000000,17825,30.4,22.24,1533.04,4.16,0.40542719722215514,29.491470834469173,-788.256000895731,21.932183149900585
23087,2023-09-24 05:00:00,2023-09-25 07:30:00,5.48,5.456,5.496,29.680000000000003,31.84,30.4,1,1,0,14618,2023-09-25 07:30:00,2023-09-26 09:30:00,160.0,15.04,27.44,82480000,1,NA,14617,2023-09-26 09:30:00,2023-09-28 10:30:00,81.2,18.32,70.56,131200000,14246,36.64,44.0,1096.584,4.64,0.7375699846610233,29.484464005647368,13.526287036258855,32.553940839331624
23088,2023-09-24 05:00:00,2023-09-25 07:30:00,5.48,5.456,5.496,29.680000000000003,31.84,30.4,1,1,0,14618,2023-09-25 07:30:00,2023-09-26 09:30:00,160.0,15.04,27.44,82480000,1,NA,14616,2023-09-26 09:30:00,2023-09-28 11:15:00,80.80000000000001,18.96,77.84,158400000,17825,31.680000000000003,21.680000000000003,2150.576,6.08,0.7441232760316615,29.484464005647368,13.526287036258855,32.553940839331624
23089,2023-09-30 00:30:00,2023-10-01 08:30:00,5.36,5.392,5.416,37.12,49.44,32.88,1,1,0,14618,2023-10-01 08:30:00,2023-10-02 08:30:00,160.0,16.8,26.56,86400000,1,NA,13169,2023-10-02 08:30:00,2023-10-04 08:30:00,82.4,18.32,63.04,145600000,17825,30.4,17.84,1710.4080000000004,5.44,0.39840698014577447,29.536118495069314,5.925645642009684,24.548216449553376
23090,2023-09-30 00:30:00,2023-10-01 08:30:00,5.36,5.392,5.416,37.12,49.44,32.88,1,1,0,14618,2023-10-01 08:30:00,2023-10-02 08:30:00,160.0,16.8,26.56,86400000,1,NA,14614,2023-10-02 08:30:00,2023-10-04 10:00:00,81.60000000000001,17.680000000000003,60.08,140800000,12912,26.960000000000004,13.2,1264.96,5.36,0.45136313366457725,29.536118495069314,5.925645642009684,24.548216449553376
23091,2023-10-01 00:30:00,2023-10-02 07:30:00,5.5120000000000005,5.472,5.5200000000000005,37.760000000000005,32.72,34.56,1,1,0,13172,2023-10-02 07:30:00,2023-10-03 08:30:00,160.0,15.44,25.6,96000000,1,NA,14615,2023-10-03 08:30:00,2023-10-05 09:30:00,82.0,14.56,65.12,126400000,14246,24.64,31.92,1491.48,5.5200000000000005,0.4499336315079423,29.5565391912064,5.963357266915597,25.243127077023807
23092,2023-10-01 00:30:00,2023-10-02 07:30:00,5.5120000000000005,5.472,5.5200000000000005,37.760000000000005,32.72,34.56,1,1,0,13172,2023-10-02 07:30:00,2023-10-03 08:30:00,160.0,15.44,25.6,96000000,1,NA,14616,2023-10-03 08:30:00,2023-10-05 10:45:00,82.0,18.56,74.4,161600000,17825,26.32,27.12,1439.848,8.24,0.6951914765354591,29.5565391912064,5.963357266915597,25.243127077023807
23094,2023-10-07 00:30:00,2023-10-08 08:00:00,5.392,5.408,5.408,34.480000000000004,33.760000000000005,38.56,1,1,0,13172,2023-10-08 08:00:00,2023-10-09 13:15:00,160.0,21.52,23.36,94400000,1,NA,14614,2023-10-09 13:15:00,2023-10-11 13:00:00,81.2,18.08,42.8,100000000,17825,22.4,10.08,1373.296,4.800000000000001,0.3985062577238665,29.504298154154654,5.619455136324543,24.2300079463032
23095,2023-10-07 00:30:00,2023-10-08 08:00:00,5.392,5.408,5.408,34.480000000000004,33.760000000000005,38.56,1,1,0,13172,2023-10-08 08:00:00,2023-10-09 13:15:00,160.0,21.52,23.36,94400000,1,NA,13169,2023-10-09 13:15:00,2023-10-11 13:00:00,81.2,13.36,44.32,119200000,12912,21.52,10.4,988.096,5.36,0.40709376115416235,29.504298154154654,5.619455136324543,24.2300079463032
23096,2023-10-15 00:30:00,2023-10-16 07:30:00,5.472,5.44,NA,31.92,32.4,NA,1,1,0,13172,2023-10-16 07:30:00,2023-10-17 09:00:00,160.0,16.64,28.480000000000004,91200000,1,NA,14617,2023-10-17 09:00:00,2023-10-19 11:30:00,80.80000000000001,15.12,64.64,117600000,14246,25.28,18.64,1446.7120000000002,5.84,0.40614711514528967,29.531552758693664,6.019805280440183,24.4947623240787
23097,2023-10-15 00:30:00,2023-10-16 07:30:00,5.352,NA,NA,34.080000000000005,NA,NA,1,0,0,14618,2023-10-16 07:30:00,2023-10-17 09:00:00,80.0,17.28,30.8,89600000,1,NA,14616,2023-10-17 09:00:00,2023-10-19 09:30:00,81.60000000000001,18.72,68.72000000000001,119200000,12912,28.08,20.56,1831.848,5.760000000000001,0.6856437149732137,29.380640099399077,6.408000183105474,33.78628682639298
23098,2023-10-15 00:30:00,2023-10-16 07:30:00,5.472,5.44,NA,31.92,32.4,NA,1,1,0,13172,2023-10-16 07:30:00,2023-10-17 09:00:00,160.0,16.64,28.480000000000004,91200000,1,NA,14615,2023-10-17 09:00:00,2023-10-19 09:30:00,80.80000000000001,16.56,81.04,101600000,17825,30.160000000000004,15.36,1470.24,7.440000000000001,0.3940588840718119,29.531552758693664,6.019805280440183,24.4947623240787
23099,2023-10-21 00:30:00,2023-10-22 09:30:00,5.5120000000000005,5.5200000000000005,5.5760000000000005,31.04,29.200000000000003,26.72,1,1,0,13172,2023-10-22 09:30:00,2023-10-23 10:00:00,160.0,16.8,30.0,81600000,1,NA,13169,2023-10-23 10:00:00,2023-10-25 09:00:00,82.4,21.76,73.36,115200000,12912,33.6,22.24,1310.3360000000002,5.920000000000001,0.7102457639051276,29.504120579981645,6.1581411766283445,22.523029029794483
23100,2023-10-21 00:30:00,2023-10-22 09:30:00,5.5120000000000005,5.5200000000000005,5.5760000000000005,31.04,29.200000000000003,26.72,1,1,0,13172,2023-10-22 09:30:00,2023-10-23 10:00:00,160.0,16.8,30.0,81600000,1,NA,14614,2023-10-23 10:00:00,2023-10-25 10:00:00,82.0,22.0,74.48,144000000,17825,33.44,17.84,1268.1280000000002,4.960000000000001,0.506702257570865,29.504120579981645,6.1581411766283445,22.523029029794483
23101,2023-10-22 00:30:00,2023-10-23 07:20:00,5.384,5.464,5.488,31.84,31.04,32.88,1,1,0,14618,2023-10-23 07:20:00,2023-10-24 07:00:00,160.0,14.96,23.28,82400000,1,NA,14615,2023-10-24 07:00:00,2023-10-26 08:30:00,80.4,17.84,68.88,188000000,14246,27.84,19.840000000000003,1332.296,7.440000000000001,0.4214279606168409,29.446653204672835,5.990175484362228,25.19252896822263
23102,2023-10-22 00:30:00,2023-10-23 07:20:00,5.384,5.464,5.488,31.84,31.04,32.88,1,1,0,14618,2023-10-23 07:20:00,2023-10-24 07:00:00,160.0,14.96,23.28,82400000,1,NA,14616,2023-10-24 07:00:00,2023-10-26 08:00:00,81.2,19.36,79.36000000000001,200000000,17825,30.960000000000004,19.52,1236.7040000000002,6.16,0.5572295008149601,29.446653204672835,5.990175484362228,25.19252896822263
23103,2023-10-29 00:30:00,2023-10-30 09:00:00,5.296,5.36,5.368,33.12,32.080000000000005,34.56,1,1,0,14618,2023-10-30 09:00:00,2023-10-31 10:00:00,160.0,15.12,23.52,83200000,1,NA,14616,2023-10-31 10:00:00,2023-11-02 09:45:00,80.4,17.040000000000003,76.08,180000000,14246,30.4,27.360000000000003,1668.96,6.16,0.4249843139823302,29.442832627180188,6.060022264423669,26.252368474110405
23104,2023-10-29 00:30:00,2023-10-30 09:45:00,5.376,5.336,NA,32.160000000000004,36.080000000000005,NA,0,1,0,13172,2023-10-30 09:45:00,2023-10-31 09:15:00,80.0,16.16,27.760000000000005,90400000,1,NA,14615,2023-10-31 09:15:00,2023-11-02 09:45:00,80.0,16.400000000000002,81.60000000000001,180800000,12912,28.72,23.680000000000003,2112.984,6.96,0.43603939178376894,29.578986112764696,6.144848972966923,31.985113020756543
23105,2023-10-29 00:30:00,2023-10-30 09:00:00,5.296,5.36,5.368,33.12,32.080000000000005,34.56,1,1,0,14618,2023-10-30 09:00:00,2023-10-31 10:00:00,160.0,15.12,23.52,83200000,1,NA,14614,2023-10-31 10:00:00,2023-11-02 10:00:00,82.4,14.880000000000004,84.0,156800000,17825,30.480000000000004,27.84,1855.352,8.64,0.4256484876267241,29.442832627180188,6.060022264423669,26.252368474110405
23108,2023-11-04 00:30:00,2023-11-05 09:45:00,NA,5.416,5.4,NA,35.6,34.4,0,1,1,14618,2023-11-05 09:45:00,2023-11-06 09:00:00,160.0,16.64,28.880000000000003,99200000,1,NA,13170,2023-11-06 09:00:00,2023-11-08 09:20:00,83.2,19.44,75.60000000000001,196000000,12912,32.0,20.8,1784.736,5.28,0.6462178145554561,29.43518265069054,5.8846949049097494,23.137178024488442
23109,2023-11-04 00:30:00,2023-11-05 09:45:00,NA,5.416,5.4,NA,35.6,34.4,0,1,1,14618,2023-11-05 09:45:00,2023-11-06 09:00:00,160.0,16.64,28.880000000000003,99200000,1,NA,14616,2023-11-06 09:00:00,2023-11-08 08:20:00,83.2,18.48,78.48,202400000,14246,34.480000000000004,27.6,969.888,3.76,0.42669652752233495,29.43518265069054,5.8846949049097494,23.137178024488442
23110,2023-11-05 00:30:00,2023-11-06 12:00:00,5.464,5.424,5.352,46.080000000000005,36,32.4,1,1,0,13171,2023-11-06 12:03:00,2023-11-07 11:30:00,160.0,16.16,25.760000000000005,84000000,1,NA,14614,2023-11-07 11:30:00,2023-11-09 10:00:00,81.60000000000001,17.680000000000003,80.08,195200000,17825,31.200000000000003,22.56,1957.144,6.720000000000001,0.5540601138050913,29.46811038076157,6.039779697288516,24.67904034683416
23111,2023-11-05 00:30:00,2023-11-06 12:00:00,5.464,5.424,5.352,46.080000000000005,36,32.4,1,1,0,13171,2023-11-06 12:03:00,2023-11-07 11:30:00,160.0,16.16,25.760000000000005,84000000,1,NA,14615,2023-11-07 11:30:00,2023-11-09 09:30:00,81.60000000000001,17.6,74.24,195200000,12912,28.56,24.480000000000004,1924.0,6.56,0.960707816077564,29.46811038076157,6.039779697288516,24.67904034683416
23112,2023-11-11 00:30:00,2023-11-12 09:10:00,5.696000000000001,5.464,5.464,36.32,32.56,30.880000000000003,0,1,1,14618,2023-11-12 09:10:00,2023-11-13 08:50:00,160.0,16.48,27.6,97600000,1,NA,14615,2023-11-13 08:50:00,2023-11-15 08:25:00,81.60000000000001,18.0,75.76,180000000,17825,28.56,16.400000000000002,1707.616,5.28,0.5078208195700953,29.432683226309166,6.013707573201075,24.1532833182064
23113,2023-11-11 00:30:00,2023-11-12 09:10:00,5.696000000000001,5.464,5.464,36.32,32.56,30.880000000000003,0,1,1,14618,2023-11-12 09:10:00,2023-11-13 08:50:00,160.0,16.48,27.6,97600000,1,NA,14616,2023-11-13 08:50:00,2023-11-15 09:20:00,81.60000000000001,17.6,78.4,192000000,12912,28.72,19.12,1704.2560000000003,6.4,0.7925517099728174,29.432683226309166,6.013707573201075,24.1532833182064
23114,2023-11-12 00:30:00,2023-11-13 07:25:00,5.448,5.368,NA,26.64,29.200000000000003,NA,1,1,0,13172,2023-11-13 07:25:00,2023-11-14 07:00:00,160.0,14.880000000000004,26.24,104000000,1,NA,14614,2023-11-14 07:00:00,2023-11-16 07:55:00,81.60000000000001,15.28,78.56,127200000,12912,32.4,28.64,1325.28,4.88,1.1310935535171558,29.461774967864237,6.168276009266795,25.472062696136305
23117,2023-11-12 00:30:00,2023-11-13 07:25:00,5.448,5.368,NA,26.64,29.200000000000003,NA,1,1,0,13172,2023-11-13 07:25:00,2023-11-14 07:00:00,160.0,14.880000000000004,26.24,104000000,1,NA,13169,2023-11-14 07:00:00,2023-11-16 07:50:00,82.0,17.12,90.4,184800000,14246,26.0,49.04,1935.336,8.72,0.2573584674318174,29.461774967864237,6.168276009266795,25.472062696136305
23118,2023-11-18 00:30:00,2023-11-19 07:30:00,5.352,NA,5.368,39.92,NA,37.68,1,0,1,13171,2023-11-19 07:30:00,2023-11-20 08:20:00,160.0,16.880000000000003,26.56,104000000,1,NA,13169,2023-11-20 08:20:00,2023-11-22 08:40:00,83.2,16.64,75.2,240000000,14246,29.84,54.8,1198.16,4.800000000000001,0.43007140425156537,29.45957370008728,5.863679912567135,29.553575838826177
23119,2023-11-18 00:30:00,2023-11-19 07:30:00,5.352,NA,5.368,39.92,NA,37.68,1,0,1,13171,2023-11-19 07:30:00,2023-11-20 08:20:00,160.0,16.880000000000003,26.56,104000000,1,NA,13170,2023-11-20 08:20:00,2023-11-22 08:00:00,82.4,19.52,73.52000000000001,184000000,12912,31.44,16.880000000000003,2059.84,5.28,0.4015159178764227,29.45957370008728,5.863679912567135,29.553575838826177
23120,2023-11-19 00:30:00,2023-11-20 07:45:00,5.32,5.384,NA,32.160000000000004,31.44,NA,1,0,0,13172,2023-11-20 07:45:00,2023-11-21 07:30:00,80.0,16.240000000000002,26.8,104800000,1,NA,14614,2023-11-21 07:40:00,2023-11-23 08:20:00,80.0,19.36,85.60000000000001,168000000,17825,32.080000000000005,21.36,2338.56,5.44,0.6799232121235931,29.44545813885222,6.038648410634295,57.00852936570084
23121,2023-11-19 00:30:00,2023-11-20 07:50:00,5.232,5.408,NA,28.72,25.760000000000005,NA,1,0,0,14618,2023-11-20 07:50:00,2023-11-21 07:30:00,80.0,11.2,24.4,143200000,1,NA,14615,2023-11-21 07:40:00,2023-11-23 08:15:00,80.0,12.56,83.2,224000000,14246,27.44,44.400000000000006,1672.96,7.52,0.643141681312216,29.380588735920195,6.071566215127854,49.54461685124639
23124,2023-11-25 00:30:00,2023-11-26 07:35:00,5.368,5.384,5.36,30,28.08,32.160000000000004,1,0,1,13171,2023-11-26 07:35:00,2023-11-27 07:30:00,83.2,15.92,25.52,88800000,1,NA,14615,2023-11-27 07:30:00,2023-11-29 08:41:00,83.2,17.6,73.28,218400000,14246,28.64,29.28,1517.92,4.4799999999999995,0.3809929897749666,29.47468740871206,5.95158345301946,24.102680477714173
23125,2023-11-25 00:30:00,2023-11-26 07:35:00,5.368,5.384,5.36,30,28.08,32.160000000000004,1,0,1,13171,2023-11-26 07:35:00,2023-11-27 07:30:00,84.0,15.92,25.52,88800000,1,NA,14616,2023-11-27 07:30:00,2023-11-29 08:45:00,84.0,19.52,73.60000000000001,178400000,17825,32.080000000000005,20.32,1688.08,4.800000000000001,0.45458685754799416,29.47468740871206,5.95158345301946,24.102680477714173
23126,2023-11-26 00:30:00,2023-11-27 07:15:00,5.432,NA,5.384,29.200000000000003,NA,27.04,1,0,1,14618,2023-11-27 07:15:00,2023-11-28 07:00:00,80.80000000000001,14,28.480000000000004,134400000,1,NA,13170,2023-11-28 07:00:00,2023-11-30 07:50:00,80.80000000000001,15.28,79.12,188800000,17825,32.4,34.480000000000004,2395.36,7.6,0.7231704993301739,29.43453303904148,6.0149776960968095,22.8893705131921
23127,2023-11-26 00:30:00,2023-11-27 07:15:00,5.432,NA,5.384,29.200000000000003,NA,27.04,1,0,1,14618,2023-11-27 07:15:00,2023-11-28 07:00:00,80.4,14,28.480000000000004,134400000,1,NA,14614,2023-11-28 07:00:00,2023-11-30 07:55:00,80.4,14.480000000000002,78.0,198400000,12912,28.56,29.6,2155.76,7.040000000000001,0.45135595520059507,29.43453303904148,6.0149776960968095,22.8893705131921
23131,2023-12-02 00:30:00,2023-12-03 06:55:00,5.376,5.424,NA,35.12,35.52,NA,1,0,0,13171,2023-12-03 06:55:00,2023-12-04 07:00:00,84.0,15.44,22.32,144800000,1,NA,13169,2023-12-04 07:00:00,2023-12-06 07:40:00,83.2,18.16,73.52000000000001,203200000,17825,40.9,19.52,1778.2400000000002,6.88,0.5117377987881027,29.41599166841024,6.210886890372051,33.06443023029204
23132,2023-12-02 00:30:00,2023-12-03 07:00:00,5.44,5.488,NA,34.080000000000005,32.480000000000004,NA,1,1,0,14618,2023-12-03 07:00:00,2023-12-04 07:00:00,176.0,15.6,24.96,101600000,1,NA,13170,2023-12-04 07:00:00,2023-12-06 07:40:00,88.0,17.84,82.4,207200000,12912,31.6,21.36,2107.68,5.760000000000001,0.4247702203770088,29.42958984212403,6.069568715949158,24.572945781928503
23133,2023-12-02 00:30:00,2023-12-03 07:00:00,5.44,5.488,NA,34.080000000000005,32.480000000000004,NA,1,1,0,14618,2023-12-03 07:00:00,2023-12-04 07:00:00,176.0,15.6,24.96,101600000,1,NA,14614,2023-12-04 07:00:00,2023-12-06 07:45:00,85.2,15.76,79.84,209600000,14246,27.44,36.48,1899.6,6.96,0.4463254089781392,29.42958984212403,6.069568715949158,24.572945781928503
23136,2023-12-16 00:30:00,2023-12-17 07:45:00,5.5200000000000005,NA,5.5200000000000005,40.8,NA,35.68,1,0,1,13171,2023-12-17 07:45:00,2023-12-18 08:40:00,166.4,15.68,32.64,122400000,1,NA,13170,2023-12-18 08:40:00,2023-12-20 08:30:00,83.2,16.48,71.2,172800000,12912,27.360000000000003,17.76,1460.4,4.960000000000001,0.5837686810490678,29.465961442611295,5.997893456598599,24.636802988053628
23137,2023-12-16 00:30:00,2023-12-17 07:45:00,5.5200000000000005,NA,5.5200000000000005,40.8,NA,35.68,1,0,1,13171,2023-12-17 07:45:00,2023-12-18 13:55:00,166.4,15.68,26.56,167200000,1,NA,14614,2023-12-18 13:55:00,2023-12-20 10:15:00,81.60000000000001,16.16,56.96000000000001,280000000,14246,26.880000000000003,20.16,526.4,4.24,0.4083479685750395,29.458469018672755,5.983921192099132,23.238878207142626
23138,2023-12-16 00:30:00,2023-12-18 07:55:00,5.416,5.448,5.464,32.24,30,38.48,1,0,1,13172,2023-12-18 07:55:00,2023-12-19 06:50:00,160.0,12.880000000000004,18.08,252000000,1,NA,14615,2023-12-19 06:50:00,2023-12-21 10:20:00,80.0,16.16,69.04,185600000,12912,26.0,19.200000000000003,1468.88,4.88,0.8790161974676083,29.45069649476154,5.902772629344333,24.284280491952313
23139,2023-12-16 00:30:00,2023-12-18 07:55:00,5.416,5.448,5.464,32.24,30,38.48,1,0,1,13172,2023-12-18 07:55:00,2023-12-19 13:15:00,160.0,12.880000000000004,21.840000000000003,56800000,1,NA,14616,2023-12-19 13:15:00,2023-12-21 09:30:00,80.0,15.92,74.08,163200000,17825,26.72,20.0,1468.88,6.16,0.461916411700963,29.444605626163217,5.897483191935603,23.443923431107855
24004,2024-01-14 00:30:00,2024-01-15 07:30:00,5.44,5.5200000000000005,5.5200000000000005,31.200000000000003,28.880000000000003,25.84,1,1,0,13172,2024-01-15 07:30:00,2024-01-16 11:30:00,168.0,14.480000000000002,24.480000000000004,79120000,1,NA,14615,2024-01-16 11:30:00,2024-01-18 09:15:00,84.0,18.32,70.16000000000001,168800000,14246,28.72,19.52,1385.6,4.24,0.4249085139642463,29.45029818879977,5.928708418642805,28.201501709160947
24002,2024-01-15 00:30:00,2024-01-16 09:00:00,5.5200000000000005,5.5200000000000005,5.68,25.28,26,25.28,1,1,0,14618,2024-01-16 09:00:00,2024-01-17 09:05:00,168.0,13.68,19.36,88800000,1,NA,13170,2024-01-17 09:05:00,2024-01-19 08:20:00,81.60000000000001,16.48,70.64,"2,54+e08",12912,28.24,66.88,734.96,3.28,0.4076519484286009,29.436169586476094,5.848989452533674,27.806357748766533
24003,2024-01-15 00:30:00,2024-01-16 09:00:00,5.5200000000000005,5.5200000000000005,5.68,25.28,26,25.28,1,1,0,14618,2024-01-16 09:00:00,2024-01-17 09:05:00,168.0,13.68,19.36,88800000,1,NA,14614,2024-01-17 09:05:00,2024-01-19 08:40:00,82.4,15.52,74.4,185600000,17825,33.2,28.32,1275.84,4.16,0.4404708861709863,29.436169586476094,5.848989452533674,27.806357748766533
24005,2024-01-18 00:30:00,2024-01-19 07:15:00,5.36,5.44,NA,28.960000000000004,26.480000000000004,NA,1,0,0,14618,2024-01-19 07:15:00,2024-01-20 08:15:00,82.64,15.28,30.480000000000004,79760000,1,NA,14616,2024-01-20 08:15:00,2024-01-22 08:00:00,82.4,16.64,84.0,200000000,17825,29.52,22.880000000000003,1419.68,4.88,0.4726683281733817,29.357143378090687,5.927233811213443,32.493897730845084
24007,2024-01-18 00:30:00,2024-01-19 07:30:00,5.36,5.36,5.36,40.400000000000006,34.4,27.28,1,1,0,13171,2024-01-19 07:30:00,2024-01-20 08:25:00,167.12,14.4,32.88,79440000,1,NA,14617,2024-01-20 08:25:00,2024-01-22 08:00:00,80.0,16.080000000000002,85.60000000000001,164800000,12912,28.8,23.36,1640.4,6.16,0.4021623674248124,29.47140960962702,5.829760002136229,22.79011132718103
24008,2024-01-18 00:30:00,2024-01-19 07:30:00,5.36,5.36,5.36,40.400000000000006,34.4,27.28,1,1,0,13171,2024-01-19 07:30:00,2024-01-20 08:25:00,167.12,14.4,32.88,79440000,1,NA,14615,2024-01-20 08:25:00,2024-01-22 08:00:00,82.4,17.12,84.0,172800000,14246,29.44,20.8,1575.44,5.44,0.46667376586574155,29.47140960962702,5.829760002136229,22.79011132718103
24009,2024-01-21 00:30:00,2024-01-22 07:30:00,5.48,5.5520000000000005,5.6080000000000005,25.680000000000003,27.04,28,1,0,1,13172,2024-01-22 07:30:00,2024-01-23 06:45:00,160.0,14.4,23.680000000000003,91200000,1,NA,14614,2024-01-23 06:45:00,2024-01-25 08:30:00,80.0,15.12,74.16000000000001,170400000,14246,26.960000000000004,20.0,1479.5200000000002,7.52,0.5144823143769318,29.444493839578243,5.957274668560479,28.195955168084748
24010,2024-01-25 00:30:00,2024-01-26 07:00:00,5.448,5.504,5.5280000000000005,35.04,24.16,25.44,1,0,1,13171,2024-01-26 07:00:00,2024-01-27 07:10:00,160.0,15.52,30.64,95200000,1,NA,13169,2024-01-27 07:10:00,2024-01-29 08:30:00,80.0,19.52,84.0,148800000,17825,33.44,27.52,1297.04,8.0,0.4507769492294701,29.47522159317272,5.890985256095904,26.695652900216114
24012,2024-01-21 00:30:00,2024-01-22 07:30:00,5.48,5.5520000000000005,5.6080000000000005,25.680000000000003,27.04,28,1,0,1,13172,2024-01-22 07:30:00,2024-01-23 06:45:00,160.0,14.4,23.680000000000003,91200000,1,NA,13170,2024-01-23 06:45:00,2024-01-25 08:15:00,80.0,17.52,87.2,180800000,12912,31.760000000000005,25.12,1807.52,7.6,0.5652607163734704,29.444493839578243,5.957274668560479,28.195955168084748
24020,2024-01-25 00:30:00,2024-01-26 07:00:00,5.448,5.504,5.5280000000000005,35.04,24.16,25.44,1,0,1,13171,2024-01-26 07:00:00,2024-01-27 07:10:00,160.0,15.52,30.64,95200000,1,NA,13170,2024-01-27 07:10:00,2024-01-29 08:15:00,80.0,18.0,84.80000000000001,139200000,12912,29.52,20.16,2004.0,7.920000000000001,0.4342785196854517,29.47522159317272,5.890985256095904,26.695652900216114
24020,2024-01-25 00:30:00,2024-01-26 07:00:00,5.448,5.504,5.5280000000000005,35.04,24.16,25.44,1,0,1,13171,2024-01-26 07:00:00,2024-01-27 07:10:00,160.0,15.52,30.64,95200000,1,NA,13170,2024-01-27 07:10:00,2024-01-29 08:15:00,80.0,18.0,84.80000000000001,139200000,12912,29.52,20.16,2004.0,7.920000000000001,0.4342785196854517,29.47522159317272,5.890985256095904,26.695652900216114
24020,2024-01-25 00:30:00,2024-01-26 07:00:00,5.448,5.504,5.5280000000000005,35.04,24.16,25.44,1,0,1,13171,2024-01-26 07:00:00,2024-01-27 07:10:00,160.0,15.52,30.64,95200000,1,NA,13170,2024-01-27 07:10:00,2024-01-29 08:15:00,80.0,18.0,84.80000000000001,139200000,12912,29.52,20.16,2004.0,7.920000000000001,0.4342785196854517,29.47522159317272,5.890985256095904,26.695652900216114
24020,2024-01-25 00:30:00,2024-01-26 07:00:00,5.448,5.504,5.5280000000000005,35.04,24.16,25.44,1,0,1,13171,2024-01-26 07:00:00,2024-01-27 07:10:00,160.0,15.52,30.64,95200000,1,NA,13170,2024-01-27 07:10:00,2024-01-29 08:15:00,80.0,18.0,84.80000000000001,139200000,12912,29.52,20.16,2004.0,7.920000000000001,0.4342785196854517,29.47522159317272,5.890985256095904,26.695652900216114
24019,2024-02-01 00:30:00,2024-02-02 07:20:00,5.5200000000000005,5.36,NA,35.2,37.04,NA,0,1,0,13171,2024-02-02 07:20:00,2024-02-03 07:00:00,80.0,14.32,26.480000000000004,"1,27+e08",1,NA,14617,2024-02-03 07:00:00,2024-02-05 08:15:00,80.0,16.64,75.04,182400000,17825,30.08,18.72,1574.7200000000005,5.68,0.46883112981567726,29.425520462361334,6.0223157380756565,32.79237721134039
24021,2024-02-01 00:30:00,2024-02-02 07:10:00,5.28,5.44,NA,37.68,26.72,NA,1,0,0,14618,2024-02-02 07:10:00,2024-02-03 08:30:00,80.0,15.52,26.480000000000004,101600000,1,NA,13169,2024-02-03 07:00:00,2024-02-05 09:15:00,80.0,15.6,71.60000000000001,164000000,12912,27.84,15.92,1493.7600000000002,6.56,0.41664302581585677,28.548724223861374,83.83290537950572,63.45032934649829
